,Text,Text_unigram,Text_tfidf,word_count,unigram_count,unique_word_count,unique_unigram_count,stopword_count,mean_word_length,mean_unigram_length,char_count,punctuation_count,number_count,Sentiment
2658,I estimate WMT will buy 1/2 bil of Made in SA clothing per year for next 10 yrs. APP is only massive scale plant left in SA,"['estimate', 'wmt', 'buy', '1/2', 'bil', 'made', 'sa', 'clothing', 'per', 'year', 'next', '10', 'yr', '.', 'app', 'massive', 'scale', 'plant', 'left', 'sa']","  (0, 942)	0.5611091119054864
  (0, 1192)	0.2531622708927745
  (0, 841)	0.2616024446406714
  (0, 180)	0.25976403345614374
  (0, 431)	0.2748993946662748
  (0, 638)	0.27234891531941946
  (0, 677)	0.23613828411548346
  (0, 694)	0.2837177408102421
  (0, 747)	0.17691924045218047
  (0, 1219)	0.25976403345614374
  (0, 11)	0.18185081128971556
  (0, 256)	0.1729325441979142
  (0, 1213)	0.19338673518516244",27,20,25,19,8,3.5925925925925926,3.8,123,2,1,1
2659,"Watch AMTd, once it crosses under 20.50, it will be a home wrecker.","['watch', 'amtd', ',', 'cross', 'under', '20.50', ',', 'home', 'wrecker', '.']","  (0, 572)	0.5061635427708526
  (0, 1126)	0.3961984130393992
  (0, 25)	0.3683828810630043
  (0, 73)	0.32370451718009174
  (0, 345)	0.48302181890923523
  (0, 1164)	0.3361913836332794",13,10,12,9,7,4.230769230769231,3.8,67,4,0,-1
2660,CSOD  Expands Presence in Public Sector to Drive Continued Momentum  ,"['csod', 'expands', 'presence', 'public', 'sector', 'drive', 'continued', 'momentum']","  (0, 957)	0.48771292531026983
  (0, 351)	0.5111430941238584
  (0, 888)	0.5231708629542459
  (0, 713)	0.4766141919524608",10,8,10,8,2,5.7,6.625,69,0,0,1
2661,ssys Voyant Advisors negative report. sees high risk in earnings. An earnings risk 9 on a scale 1 to10,"['ssys', 'voyant', 'advisor', 'negative', 'report', '.', 'see', 'high', 'risk', 'earnings', '.', 'earnings', 'risk', '9', 'on', 'scale', '1', 'to10']","  (0, 1030)	0.2915561278796892
  (0, 919)	0.2927183204208941
  (0, 936)	0.612298744972259
  (0, 404)	0.49214101532954385
  (0, 737)	0.3145408395205642
  (0, 561)	0.2111540770861043
  (0, 958)	0.22454286051024208
  (0, 783)	0.13511845513869503",19,18,18,15,4,4.421052631578948,4.277777777777778,102,2,2,-1
2662,"me too.  yay user: So AAP didn't gap up this morning toward ST upside target (480), but I will take a sudden reversal.","['too', '.', 'yay', 'user', ':', 'aap', 'not', 'gap', 'morning', 'toward', 'st', 'upside', 'target', '(', '480', ')', ',', 'take', 'sudden', 'reversal', '.']","  (0, 1031)	0.3715164419204465
  (0, 133)	0.35165716563147426
  (0, 498)	0.2607210543819453
  (0, 931)	0.33524298256780516
  (0, 723)	0.31014618477163186
  (0, 1130)	0.30538549152850675
  (0, 1065)	0.2702622222103036
  (0, 1097)	0.27264133825433867
  (0, 1069)	0.25391517390879104
  (0, 766)	0.1947483488639101
  (0, 1134)	0.25835270725243
  (0, 128)	0.15040794705558558
  (0, 1133)	0.17133305703120202",23,21,23,20,9,4.130434782608695,3.4761904761904763,118,7,0,1
2663,"Sensex opens 284 points lower, Nifty starts day near 8,850 as coronavirus fears linger in global markets #Sensex #Nifty #MarketUpdates","['sensex', 'open', '284', 'point', 'lower', ',', 'nifty', 'start', 'day', 'near', '8,850', 'coronavirus', 'fear', 'linger', 'global', 'market', '#sensex', '#nifty', '#marketupdates']","  (0, 859)	0.2196672801425657
  (0, 323)	0.2241862202445406
  (0, 675)	0.2196672801425657
  (0, 972)	0.20110573526375342
  (0, 760)	0.21220242737388734
  (0, 758)	0.20110573526375342
  (0, 970)	0.1728801193899541
  (0, 1034)	0.21058265128401094
  (0, 759)	0.21220242737388734
  (0, 973)	0.19884915333335373
  (0, 693)	0.20110573526375342
  (0, 756)	0.31014353029744013
  (0, 968)	0.3049209348000732
  (0, 511)	0.19884915333335373
  (0, 321)	0.14137305905019842
  (0, 457)	0.20904192081843234
  (0, 1033)	0.1701324123128818
  (0, 858)	0.20353606569529908
  (0, 674)	0.15646312280746874
  (0, 364)	0.11975010602469999
  (0, 510)	0.17536791791819445
  (0, 855)	0.14653634509693683
  (0, 688)	0.1275847930254072
  (0, 807)	0.15732834707911975
  (0, 734)	0.18228534704703234",20,19,20,19,2,5.75,5.578947368421052,134,5,1,-1
2664,Barclays upside case for CSOD is a year end price target of 46.  Based on 8x cy'14 revenues and 10% upside to estimates. Quite achievable!,"['barclays', 'upside', 'case', 'csod', 'year', 'end', 'price', 'target', '46', '.', 'based', 'on', '8x', 'cy', ""'"", '14', 'revenue', '10', '%', 'upside', 'estimate', '.', 'quite', 'achievable', '!']","  (0, 208)	0.27670515127970735
  (0, 431)	0.26489432299767923
  (0, 930)	0.26489432299767923
  (0, 207)	0.27034366246326924
  (0, 351)	0.27034366246326924
  (0, 271)	0.2733917219628577
  (0, 421)	0.20847420770102207
  (0, 17)	0.22060105783550568
  (0, 69)	0.24544187142015786
  (0, 880)	0.2675216001532372
  (0, 1130)	0.44444349120161264
  (0, 11)	0.17523227943680034
  (0, 1069)	0.1847680218799023
  (0, 878)	0.17404587772860475
  (0, 1213)	0.18634834884156154
  (0, 783)	0.10417640442661469",25,25,24,23,7,4.52,3.92,138,5,0,1
2665,"ZOOM long .76, looking for continuation/momo  ","['zoom', 'long', '.', '76', ',', 'looking', 'continuation', '/', 'momo']","  (0, 316)	0.502257112798171
  (0, 105)	0.48797708393933226
  (0, 714)	0.5366039071403941
  (0, 659)	0.30585398129745595
  (0, 666)	0.3579465702585656",6,9,6,9,1,6.5,4.0,46,3,0,1
2666,MCP take-over chatter... (I know don't laugh...),"['mcp', 'take-over', 'chatter', '...', '(', 'know', 'not', 'laugh', '...', ')']","  (0, 698)	0.5433857710118573
  (0, 624)	0.5140299361804512
  (0, 1065)	0.4615040468968992
  (0, 766)	0.33255536194491164
  (0, 823)	0.3419445488842367",7,10,7,9,1,6.0,3.9,48,10,0,-1
2667,JPM - a whale of a trader,"['jpm', '-', 'whale', 'trader']","  (0, 1104)	0.7181842950644808
  (0, 615)	0.6958529430294412",7,4,6,4,3,2.7142857142857144,3.75,25,1,0,1
2668,MCP looking better again. Tradeble.,"['mcp', 'looking', 'better', '.', 'tradeble', '.']","  (0, 698)	0.6255664932070177
  (0, 221)	0.6049220650460629
  (0, 666)	0.49268230919841344",5,6,5,5,0,6.2,4.333333333333333,35,2,0,1
2669,user: Cancer trial sabotage who's going to jail first. Who worked with saboteurs a FBI will figure it out. PPHM  DNDN jail time soon,"['user', ':', 'cancer', 'trial', 'sabotage', 'going', 'jail', 'first', '.', 'worked', 'saboteur', 'fbi', 'figure', 'out', '.', 'pphm', 'dndn', 'jail', 'time', 'soon']","  (0, 1195)	0.4372907741098388
  (0, 871)	0.4279014989268955
  (0, 387)	0.40617652694977263
  (0, 477)	0.324861981992078
  (0, 821)	0.2408252225248616
  (0, 518)	0.2665388703051449
  (0, 1016)	0.3362885615684434
  (0, 1090)	0.2706753230165476
  (0, 1133)	0.1994179615434784",24,20,23,18,6,4.5,4.3,132,4,0,-1
2670,long FS  30 could be late though watch ur stops,"['long', 'f', '30', 'could', 'late', 'though', 'watch', 'stop']","  (0, 330)	0.3482186181003908
  (0, 1083)	0.469472655295505
  (0, 659)	0.2998873312991443
  (0, 1045)	0.3133044878055581
  (0, 632)	0.4886999773940896
  (0, 42)	0.3611501991753554
  (0, 1164)	0.317789194460469",10,8,10,8,1,3.7,3.875,47,0,1,1
2671,FT Still buyable here with the rising channel as a stop (69)  ,"['ft', 'still', 'buyable', 'rising', 'channel', 'stop', '(', '69', ')']","  (0, 488)	0.47648067884341033
  (0, 97)	0.47205995564741693
  (0, 935)	0.44720185996086925
  (0, 1045)	0.292837579310948
  (0, 1040)	0.30149439077184953
  (0, 287)	0.4165133153778353",12,9,12,9,5,4.083333333333333,3.888888888888889,62,2,0,1
2672,"user I hate to be under 3, as average I end screw up, no good for me NN","['user', 'hate', 'under', '3', ',', 'average', 'end', 'screw', ',', 'no', 'good', 'nn']","  (0, 543)	0.5160522206002337
  (0, 421)	0.40214912650179485
  (0, 764)	0.34086894079807684
  (0, 192)	0.4010444808040889
  (0, 1126)	0.3753942580597241
  (0, 521)	0.3101242223316788
  (0, 1133)	0.2404994657419175",18,12,17,11,9,3.0,3.25,71,2,0,-1
2673,Major game consoles now stream 6 month old games at heavily reduced price.There won't be any need for physical used games anymore. GME to 0,"['major', 'game', 'console', 'stream', '6', 'month', 'old', 'game', 'heavily', 'reduced', 'price.there', 'not', 'need', 'physical', 'used', 'game', 'anymore', '.', 'gme', '0']","  (0, 1050)	0.2761528556119369
  (0, 497)	0.7695118290207363
  (0, 782)	0.26275523521661304
  (0, 678)	0.23389472320326435
  (0, 513)	0.27307401207986826
  (0, 718)	0.2083164031938089
  (0, 878)	0.17580366295351826
  (0, 766)	0.14314497817457422
  (0, 736)	0.1961671164109555",25,20,24,18,7,4.6,4.75,139,3,2,-1
2674,"U.S. corporate bonds suffer negative ratings moves, while analysts say more may be coming https://t.co/w35t7jJkwY","['.', '.', 'corporate', 'bond', 'suffer', 'negative', 'rating', 'move', ',', 'analyst', 'say', 'may', 'coming', 'https://t.co/w35t7jjkwy']","  (0, 578)	0.17672308242868973
  (0, 577)	0.1764772135408538
  (0, 327)	0.4100163307683129
  (0, 303)	0.175263686759618
  (0, 232)	0.3659944638945689
  (0, 174)	0.38545271610921183
  (0, 737)	0.359348341685852
  (0, 949)	0.29463725194860974
  (0, 725)	0.2498461662623157
  (0, 696)	0.28718554172177746
  (0, 306)	0.30891304085264026",15,14,15,13,3,6.6,5.857142857142857,113,8,0,-1
2675,GPN is breaking out !! Tiger Global aised Stake in Groupon from 1.3M Shares to 65M Shares  ,"['gpn', 'breaking', 'out', '!', '!', 'tiger', 'global', 'aised', 'stake', 'groupon', '1.3', 'share', '65m', 'share']","  (0, 1032)	0.4140840192732026
  (0, 527)	0.36933188421400165
  (0, 510)	0.3239139864347101
  (0, 983)	0.568897008170462
  (0, 244)	0.3391215179448837
  (0, 243)	0.3088319918648609
  (0, 821)	0.23061592451454307",17,14,16,12,5,4.294117647058823,4.285714285714286,91,3,0,1
2676,AJ stopped out +6% for a nice gain  ,"['aj', 'stopped', 'out', '+', '6', '%', 'nice', 'gain']","  (0, 496)	0.6769148850613378
  (0, 753)	0.5478671787649997
  (0, 821)	0.4915565001243251",8,8,8,8,3,3.375,2.875,36,2,0,1
2677,GOOG stopped out of half --,"['goog', 'stopped', 'out', 'half', '-', '-']","  (0, 538)	0.7470753891297774
  (0, 821)	0.4462115216953207
  (0, 523)	0.49272065195497744",6,6,6,5,2,3.6666666666666665,3.3333333333333335,27,2,0,1
2678,AAP Begin to ollover I,"['aap', 'begin', 'ollover']","  (0, 215)	0.9283694045711044
  (0, 128)	0.3716587798724699",5,3,5,3,2,3.6,5.0,22,0,0,-1
2679,"SWY - long late night checkout line was funny last night - all men with last minute Valentines flowers, cards & candy  - did you get yours?","['swy', '-', 'long', 'late', 'night', 'checkout', 'line', 'funny', 'last', 'night', '-', 'men', 'last', 'minute', 'valentine', 'flower', ',', 'card', '&', 'candy', '-', 'get', '?']","  (0, 270)	0.308153737969915
  (0, 761)	0.6094362296445196
  (0, 707)	0.2634520637815765
  (0, 630)	0.42380223877168327
  (0, 659)	0.175641746837174
  (0, 505)	0.20722712645043173
  (0, 632)	0.2862278887772085
  (0, 1063)	0.2862278887772085
  (0, 648)	0.21671989866310243",27,23,23,19,5,4.148148148148148,3.8260869565217392,139,6,0,1
2680,BAC Sell-Off of the day begin !,"['bac', 'sell-off', 'day', 'begin', '!']","  (0, 963)	0.5224373751745173
  (0, 962)	0.38003904063855276
  (0, 215)	0.5339010141046678
  (0, 364)	0.2820061439096549
  (0, 775)	0.33632743260707276
  (0, 198)	0.3239376739782489",7,5,7,5,2,3.5714285714285716,4.0,31,2,0,-1
2681,"user I'd buy an iPad if I weren't wedded to 64-bit gigaflops, gigabytes of AM and inux. AAP","['user', 'would', 'buy', 'ipad', 'not', 'wedded', '64', '-', 'bit', 'gigaflops', ',', 'gigabyte', 'inux', '.', 'aap']","  (0, 605)	0.4938893773058453
  (0, 227)	0.43285673128810304
  (0, 92)	0.46430102328679673
  (0, 766)	0.2529439985849569
  (0, 256)	0.2974322383403556
  (0, 1200)	0.33615909835877833
  (0, 128)	0.19535358204130382
  (0, 1133)	0.22253163525171152",18,15,18,15,8,4.111111111111111,3.8,91,5,0,1
2682,VXY AAP bottom looks in - Add FAS here #FED-Short more VXY acct vacuum cleaner - GDP is OD Sandy news - We have relief funds in now,"['vxy', 'aap', 'bottom', 'look', '-', 'add', 'fa', '#fed-short', 'vxy', 'account', 'vacuum', 'cleaner', '-', 'gdp', 'od', 'sandy', 'news', '-', 'relief', 'fund']","  (0, 137)	0.3220891510096124
  (0, 492)	0.26007500348556434
  (0, 503)	0.3155967734704365
  (0, 143)	0.2798250566391886
  (0, 462)	0.2856872956163764
  (0, 746)	0.2583298172846422
  (0, 663)	0.20040544046610861
  (0, 235)	0.2527016420104098
  (0, 1156)	0.5964414066604203
  (0, 987)	0.15999491676261293
  (0, 128)	0.13039737278331778",28,20,24,17,8,3.7142857142857144,4.05,131,5,0,-1
2683,"Trying to finish a post on zagg that, if it doesn't move you to sell everything, proves you are in complete denial and/or over your head.","['trying', 'finish', 'post', 'on', 'zagg', ',', 'not', 'move', 'sell', 'everything', ',', 'prof', 'complete', 'denial', '/', 'over', 'head', '.']","  (0, 438)	0.41240170850917784
  (0, 1220)	0.42655874170787383
  (0, 1119)	0.33767429255017806
  (0, 962)	0.2999952857644874
  (0, 725)	0.2599263939113957
  (0, 546)	0.37606200092675485
  (0, 766)	0.21846081069312456
  (0, 823)	0.22462871422208353
  (0, 867)	0.33315641760437903
  (0, 783)	0.16059461048105983",26,18,24,17,13,4.3076923076923075,4.055555555555555,137,5,0,-1
2684,NVDA - to answer your question entry (add) was the red candle at 10:50AM today. ove flags  ,"['nvda', '-', 'answer', 'question', 'entry', '(', 'add', ')', 'red', 'candle', '10:50', 'today', '.', 'ove', 'flag']","  (0, 822)	0.40143677908771297
  (0, 771)	0.3459021413590405
  (0, 143)	0.35243984595990385
  (0, 267)	0.35243984595990385
  (0, 478)	0.30328571164052953
  (0, 11)	0.2629495405567758
  (0, 917)	0.328696214358794
  (0, 73)	0.23858721181880702
  (0, 1092)	0.218823129710527
  (0, 425)	0.311125740048176",17,15,17,15,5,4.294117647058823,3.7333333333333334,91,5,0,1
2685,A Q4 net income 50 million and operational cash flow 35 million. Q4 2012 is OPS 70% of EPS...in Q4 2011 OPS was 440% higher than EPS,"['q4', 'net', 'income', '50', 'million', 'operational', 'cash', 'flow', '35', 'million', '.', 'q4', '2012', 'ops', '70', '%', 'eps', '...', 'q4', '2011', 'ops', '440', '%', 'higher', 'eps']","  (0, 66)	0.23962808309878142
  (0, 588)	0.2503123669633929
  (0, 739)	0.20584026544519243
  (0, 98)	0.19424939726753127
  (0, 813)	0.2220310518361139
  (0, 273)	0.21462084863571812
  (0, 812)	0.2206799682502628
  (0, 480)	0.2135271626285992
  (0, 811)	0.21812708084185953
  (0, 30)	0.22490339948464172
  (0, 704)	0.3910043954354497
  (0, 428)	0.4315007990489063
  (0, 272)	0.18069440618467308
  (0, 73)	0.143831469852217
  (0, 29)	0.23740484620292746
  (0, 49)	0.19815336826178567
  (0, 563)	0.15480163266607982",27,25,24,19,6,3.925925925925926,3.56,132,6,4,-1
2686,CO pointed out this wknd - huge Outside Day - Bearish Engulf took out all of Jan's gains. Watch.  ,"['co', 'pointed', 'out', 'wknd', '-', 'huge', 'outside', 'day', '-', 'bearish', 'engulf', 'took', 'out', ""jan's"", 'gain', '.', 'watch', '.']","  (0, 303)	0.18561054793783444
  (0, 496)	0.3253660665123723
  (0, 1098)	0.37426668131943175
  (0, 212)	0.3402587118571223
  (0, 579)	0.35707536671954787
  (0, 611)	0.36678717817036705
  (0, 364)	0.22660933958809723
  (0, 821)	0.47254332396471893
  (0, 1164)	0.25913214797800505",19,18,17,15,5,4.105263157894737,3.7777777777777777,98,5,0,-1
2687,"Medical appliances stocks have been on fire lately. BSX from the same group, is setting up  ","['medical', 'appliance', 'stock', 'on', 'fire', 'lately', '.', 'bsx', 'group', ',', 'setting']","  (0, 475)	0.5701550907001115
  (0, 533)	0.5424938830883537
  (0, 978)	0.4922613205093202
  (0, 1042)	0.3018294968790475
  (0, 783)	0.217258616640695",16,11,16,11,8,4.6875,4.545454545454546,92,2,0,1
2688,TSO user Attached shows Fib and old resistance stopping upward move.  Will stay below both.  ,"['tso', 'user', 'attached', 'show', 'fib', 'old', 'resistance', 'stopping', 'upward', 'move', '.', 'stay', '.']","  (0, 782)	0.4580547127829026
  (0, 1038)	0.4321940759406601
  (0, 995)	0.4156408483288015
  (0, 465)	0.4199684854221484
  (0, 725)	0.29690597353261017
  (0, 922)	0.3433850281633451
  (0, 1133)	0.21953788416996362",15,13,15,12,3,5.066666666666666,4.538461538461538,93,2,0,-1
2689,AAP short term bottom is in,"['aap', 'short', 'term', 'bottom']","  (0, 235)	0.5151385505886977
  (0, 990)	0.5676693114148796
  (0, 1075)	0.48512710126881026
  (0, 987)	0.3261535970520389
  (0, 128)	0.26581827122993257",6,4,6,4,2,3.6666666666666665,4.5,27,0,0,1
2690,"RT @Spencerjakab: Please ignore the â€œI saw the coronavirus coming, hereâ€™s whatâ€™s nextâ€ stuff and read my latest for â¦@WSJheardâ© instead httâ€¦","['rt', '@spencerjakab', ':', 'please', 'ignore', 'â', '€', 'œi', 'saw', 'coronavirus', 'coming', ',', 'hereâ', '€', '™', 'whatâ', '€', '™', 'nextâ', '€', '\x9d', 'stuff', 'read', 'latest', 'â', '\x81', '¦', '@wsjheardâ', '\x81', '©', 'instead', 'httâ', '€', '¦']","  (0, 938)	0.3332950722656432
  (0, 321)	0.29551948220321
  (0, 948)	0.47965549898569965
  (0, 851)	0.47965549898569965
  (0, 908)	0.4591819779585323
  (0, 306)	0.36138033447523854",22,34,21,26,5,6.045454545454546,3.4411764705882355,154,4,0,1
2691,Added more shares of ACTV,"['added', 'share', 'actv']","  (0, 144)	0.7584476124000467
  (0, 983)	0.6517340095811087",5,3,5,3,2,4.2,4.666666666666667,25,0,0,1
2692,"So glad I sold pay around 31,I was tempted to buy back in, now won't touch it till all dusts settle,it's in Norman's land","['glad', 'sold', 'pay', 'around', '31', ',', 'tempted', 'buy', 'back', ',', 'not', 'touch', 'till', 'dust', 'settle', ',', ""norman's"", 'land']","  (0, 1100)	0.37597719399145574
  (0, 1089)	0.3561786981597527
  (0, 45)	0.35162977160524445
  (0, 1012)	0.3160418356238277
  (0, 186)	0.3057176410161992
  (0, 835)	0.31836369727464814
  (0, 979)	0.39641878781114587
  (0, 766)	0.20302472154823986
  (0, 199)	0.2409831010027255
  (0, 256)	0.23873307019078524",24,18,24,16,9,4.083333333333333,3.888888888888889,121,6,0,-1
2693,GS is looking super strong.,"['g', 'looking', 'super', 'strong', '.']","  (0, 1053)	0.7339856985802995
  (0, 666)	0.6791649242117775",5,5,5,5,1,4.6,4.0,27,1,0,1
2694,ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,"['zn_f', 'ticking', '..', 'would', 'seller', 'sdjpy', '(', '*', 'not', 'already', ')', '...']","  (0, 162)	0.5797452038813266
  (0, 965)	0.6015118230620661
  (0, 766)	0.33045942723430943
  (0, 1200)	0.4391760378767505",14,12,14,12,6,4.357142857142857,3.75,74,11,0,-1
2695,N setting up beautifully   ,"['n', 'setting', 'beautifully']","  (0, 978)	1.0",4,3,4,3,1,5.25,6.333333333333333,27,0,0,1
2696,long a little TP,"['long', 'little', 'tp']","  (0, 653)	0.8111343132273936
  (0, 659)	0.5848599198997351",4,3,4,3,1,3.25,4.0,16,0,0,1
2697,DVAX buzz around this stock now - will be in play Tuesday with news limited downside big upside,"['dvax', 'buzz', 'around', 'stock', '-', 'play', 'tuesday', 'news', 'limited', 'downside', 'big', 'upside']","  (0, 400)	0.4227103991508036
  (0, 394)	0.40741398114323174
  (0, 224)	0.3027832041515662
  (0, 746)	0.3553199599055644
  (0, 1130)	0.3641594009644215
  (0, 186)	0.34969424582562336
  (0, 1042)	0.23716959124980602
  (0, 850)	0.3553199599055644",18,12,18,12,6,4.333333333333333,4.916666666666667,95,1,0,1
2698,KEY and HBAN have been flirting major trend breaks and did this week. ong both but sold some KEY pre mkt Fri. Both should work higher,"['key', 'hban', 'flirting', 'major', 'trend', 'break', 'week', '.', 'ong', 'sold', 'key', 'pre', 'mkt', 'fri', '.', 'work', 'higher']","  (0, 710)	0.31902709943178664
  (0, 678)	0.28398579786401973
  (0, 1012)	0.2705502666195996
  (0, 1194)	0.29250070792414207
  (0, 623)	0.5679715957280395
  (0, 872)	0.31143702565183967
  (0, 1176)	0.20934251562482992
  (0, 563)	0.20987023543151934
  (0, 800)	0.21490894190243548
  (0, 1110)	0.24441469501585486
  (0, 241)	0.21316826690988702",26,17,24,15,11,4.153846153846154,3.823529411764706,133,2,0,1
2699,ecent breakouts in DNKN GMC SBX appear to be the start of a group move. Still forming big cup bases. JVA also on watch.,"['ecent', 'breakout', 'dnkn', 'gmc', 'sbx', 'appear', 'start', 'group', 'move', '.', 'still', 'forming', 'big', 'cup', 'base', '.', 'jva', 'also', 'on', 'watch', '.']","  (0, 388)	0.31192610816994804
  (0, 484)	0.31544299970168965
  (0, 512)	0.26968392408394154
  (0, 206)	0.2593656153562267
  (0, 797)	0.27234762981402333
  (0, 1033)	0.23671723082906343
  (0, 224)	0.2131877975393201
  (0, 533)	0.3001392087740147
  (0, 354)	0.276672859038814
  (0, 725)	0.1945468990700938
  (0, 951)	0.29762780020920976
  (0, 163)	0.25101553878980176
  (0, 245)	0.20813191720686233
  (0, 1040)	0.19339361269724034
  (0, 1164)	0.19052949143862677
  (0, 783)	0.12020011898872425",24,21,24,19,7,4.0,3.9047619047619047,119,3,0,1
2700,"Oil futures have rallied over the past week, lifted by hopes that the U.S. will join other producers in cutting proâ€¦ https://t.co/ZDIIL2DEbT","['oil', 'future', 'rallied', 'over', 'past', 'week', ',', 'lifted', 'hope', '.', '.', 'join', 'producer', 'cutting', 'proâ', '€', '¦', 'https://t.co/zdiil2debt']","  (0, 578)	0.2132978338358192
  (0, 577)	0.21300107972502447
  (0, 779)	0.3760141763076412
  (0, 303)	0.21153640046421657
  (0, 494)	0.43896079244793146
  (0, 573)	0.4141267875371993
  (0, 832)	0.4446394936456107
  (0, 1176)	0.30527703900241665
  (0, 823)	0.26060380138698125",22,18,21,17,9,5.5,4.944444444444445,142,8,0,1
2701,ANAD Went. slowly but went from 2.15 fib level.,"['anad', 'went', '.', 'slowly', 'went', '2.15', 'fib', 'level', '.']","  (0, 172)	0.37385233272547375
  (0, 466)	0.369684232294247
  (0, 465)	0.32613790744352605
  (0, 1184)	0.6845774930282512
  (0, 641)	0.27129675150639476
  (0, 18)	0.27377690862876847",9,9,9,7,2,4.333333333333333,3.5555555555555554,47,3,0,1
2702,DECK out half short +.50 cents,"['deck', 'out', 'half', 'short', '+', '.', '50', 'cent']","  (0, 280)	0.5079619777029293
  (0, 538)	0.4964024428744365
  (0, 375)	0.48958060180466345
  (0, 73)	0.31309930276757053
  (0, 821)	0.2964901436069112
  (0, 987)	0.2644475365803554",6,8,6,8,1,4.166666666666667,3.0,30,2,0,-1
2703,AAP GS says higher div likely .. more value investors? Why no stock split instead?  ,"['aap', 'g', 'say', 'higher', 'div', 'likely', '..', 'value', 'investor', '?', 'no', 'stock', 'split', 'instead', '?']","  (0, 383)	0.4060395437697535
  (0, 1139)	0.37306829159313365
  (0, 646)	0.3451143381313251
  (0, 603)	0.32623288427955643
  (0, 1022)	0.3900178458444423
  (0, 764)	0.2733987012215864
  (0, 949)	0.30764336883222043
  (0, 1042)	0.2239225584818484
  (0, 563)	0.26476116771778413
  (0, 128)	0.16933734706874856",15,15,15,14,3,4.533333333333333,3.8666666666666667,84,4,0,1
2704,P breaking out after expanding from Shark Pattern yesterday  ,"['p', 'breaking', 'out', 'expanding', 'shark', 'pattern', 'yesterday']","  (0, 1216)	0.4556102122347102
  (0, 834)	0.48239186288311003
  (0, 244)	0.4941928556848162
  (0, 243)	0.45005272715053946
  (0, 821)	0.33607051240186714",9,7,9,7,3,5.666666666666667,6.0,61,0,0,1
2705,"user: .. AAP 600 is too far, highly unlikely crosses 557 ever again. Will C - More than likely now. 425 is next level 2 watch","['user', ':', '..', 'aap', '600', 'too', 'far', ',', 'highly', 'unlikely', 'cross', '557', 'ever', '.', 'c', '-', 'likely', '.', '425', 'next', 'level', '2', 'watch']","  (0, 646)	0.29821916343940524
  (0, 61)	0.3541514378843391
  (0, 435)	0.33702104741272493
  (0, 747)	0.2279241228290403
  (0, 89)	0.34777916321173263
  (0, 1097)	0.2652443963412233
  (0, 452)	0.31101402084230273
  (0, 345)	0.31719271448231684
  (0, 641)	0.2652443963412233
  (0, 1164)	0.22077151256027241
  (0, 1134)	0.2513434254579737
  (0, 128)	0.14632727882396462
  (0, 1133)	0.1666846765663364",26,23,25,22,6,3.8461538461538463,3.217391304347826,125,7,4,-1
2706,VFC - we are short this one again - bulls need to hold the support it is in now or the break could be significant,"['vfc', '-', 'short', 'one', '-', 'bull', 'need', 'hold', 'support', 'break', 'could', 'significant']","  (0, 330)	0.3483439890633639
  (0, 799)	0.33875706372661024
  (0, 252)	0.4024672895084786
  (0, 736)	0.37387877815127957
  (0, 569)	0.3970343435737065
  (0, 1056)	0.3545271416473622
  (0, 241)	0.33461928230144594
  (0, 987)	0.25853245241742",25,12,23,11,13,3.56,4.416666666666667,113,2,0,-1
2707,yhoo Business Insider post about yhoo out this afternoon. would be beautiful if aapl met with Marissa,"['yhoo', 'business', 'insider', 'post', 'yhoo', 'out', 'afternoon', '.', 'would', 'beautiful', 'aapl', 'met', 'marissa']","  (0, 255)	0.34881012080260654
  (0, 1218)	0.7161694870093973
  (0, 135)	0.34206509739805396
  (0, 821)	0.23176039605874843
  (0, 1200)	0.2899042869935076
  (0, 867)	0.3326662860073228",17,13,16,12,6,5.0,5.230769230769231,101,1,0,1
2708,BAC In a 11.97 for a trade,"['bac', '11.97', 'trade']","  (0, 124)	0.6560599699426392
  (0, 13)	0.46313851346633694
  (0, 198)	0.41082509358114255
  (0, 1101)	0.43163731959493556",7,3,6,3,4,2.857142857142857,4.333333333333333,26,1,0,1
2709,PGTI  one of the ten new weekly 2faced longs purchased at friday's close.,"['pgti', 'one', 'ten', 'new', 'weekly', '2faced', 'longs', 'purchased', ""friday's"", 'close', '.']","  (0, 799)	0.35796653853412563
  (0, 662)	0.5388842715098142
  (0, 742)	0.33630754960501197
  (0, 295)	0.35746834781892556
  (0, 1178)	0.36696615222723394
  (0, 487)	0.4537765471187903",13,11,13,11,3,4.615384615384615,4.818181818181818,73,2,0,1
2710,DDD also following through nicely from yesterday to the downside,"['ddd', 'also', 'following', 'nicely', 'yesterday', 'downside']","  (0, 394)	0.44477922991842317
  (0, 483)	0.4543007028682965
  (0, 755)	0.43137807282375534
  (0, 1216)	0.36516874505468805
  (0, 366)	0.35336437271232163
  (0, 163)	0.38920518242467017",10,6,10,6,4,5.5,6.5,64,0,0,-1
2711,SHD - Coiling snake,"['shd', '-', 'coiling', 'snake']","  (0, 986)	1.0",4,4,4,4,0,4.0,4.0,19,1,0,1
